Year,States,AgencyName,Population1,TotalOffenses,CrimesAgainstPersons,CrimesAgainstProperty,CrimesAgainstSociety,AssaultOffenses,AggravatedAssault,SimpleAssault,Intimidation,HomicideOffenses,MurderandNonnegligentManslaughter,NegligentManslaughter,JustifiableHomicide,HumanTraffickingOffenses,CommercialSexActs,InvoluntaryServitude,KidppingAbduction,SexOffenses,Rape,Sodomy,SexualAssaultWithanObject,Fondling,Incest,StatutoryRape,Arson,Bribery,BurglaryBreakingEntering,CounterfeitingForgery,DestructionDamageVandalismofProperty,Embezzlement,ExtortionBlackmail,FraudOffenses,FalsePretensesSwindleConfidence.Game,CreditCardAutomatedTellerMachineFraud,Impersotion,WelfareFraud,WireFraud,IdentityTheft,HackingComputerInvasion,LarcenyTheftOffenses,Pocketpicking,Pursestching,Shoplifting,TheftFromBuilding,TheftFromCoinOperatedMachineorDevice,TheftFromMotorVehicle,TheftofMotorVehiclePartsorAccessories,AllOtherLarceny,MotorVehicleTheft,Robbery,StolenPropertyOffenses,AnimalCruelty,DrugrcoticOffenses,DrugrcoticViolations,DrugEquipmentViolations,GamblingOffenses,BettingWagering,OperatingPromotingAssistingGambling,GamblingEquipmentViolations,SportsTampering,PornographyObsceneMaterial,ProstitutionOffenses,Prostitution,AssistingorPromotingProstitution,PurchasingProstitution,WeaponLawViolations
2021,Michigan,Adrian Township,6188,81,22,44,15,20,1,16,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,6,0,1,12,8,3,0,0,1,0,0,20,0,0,1,4,0,1,9,5,1,1,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,3
2022,Michigan,Adrian Township,6325,37,19,15,3,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,5,3,1,0,0,0,1,0,3,0,0,0,2,0,1,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
2020,Massachusetts,Agawam,28533,1153,230,870,53,209,51,115,43,0,0,0,0,0,0,0,0,21,10,1,0,7,0,3,2,0,117,14,156,0,0,366,76,2,242,1,0,45,0,177,2,2,18,11,0,7,26,111,27,4,7,0,39,39,0,1,0,1,0,0,2,0,0,0,0,11
2021,Massachusetts,Agawam,28757,891,280,552,59,263,81,132,50,0,0,0,0,0,0,0,1,16,9,1,0,4,1,1,3,0,72,12,138,0,2,85,23,10,23,0,1,28,0,194,0,0,15,10,0,4,10,155,28,6,12,0,34,33,1,0,0,0,0,0,9,0,0,0,0,16
2022,Massachusetts,Agawam,28536,1110,308,756,46,285,85,156,44,0,0,0,0,0,0,0,1,22,11,1,0,5,2,3,1,0,117,20,166,0,3,121,64,9,32,0,0,15,1,265,0,1,22,4,0,3,15,220,44,5,14,0,28,27,1,0,0,0,0,0,8,1,1,0,0,9
2020,North Carolina,Ahoskie,4733,709,100,417,192,94,37,54,3,2,2,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,43,4,118,0,0,42,24,5,1,0,0,11,1,155,1,0,24,11,0,20,4,95,12,3,39,1,151,86,65,1,0,1,0,0,0,0,0,0,0,39
2021,North Carolina,Ahoskie,4653,548,79,300,169,65,29,33,3,7,7,0,0,0,0,0,2,5,1,0,1,2,0,1,1,0,26,3,101,0,0,39,18,11,4,0,0,6,0,94,0,0,6,3,0,16,10,59,17,6,13,0,139,74,65,0,0,0,0,0,0,0,0,0,0,30
2022,North Carolina,Ahoskie,4830,552,75,276,201,68,22,37,9,1,1,0,0,0,0,0,1,5,3,0,0,2,0,0,1,0,23,3,95,1,0,31,21,2,1,0,1,6,0,91,0,0,8,0,0,11,7,65,6,3,22,1,161,95,66,0,0,0,0,0,0,0,0,0,0,39
2020,South Carolina,Aiken,31007,3664,829,2311,524,767,204,470,93,5,5,0,0,3,3,0,12,42,4,4,1,32,1,0,3,0,151,61,453,9,2,205,64,108,0,1,1,29,2,1268,4,0,558,37,4,286,58,321,100,33,26,4,407,373,34,0,0,0,0,0,5,1,0,1,0,107
2021,South Carolina,Aiken,31270,3457,893,1893,671,802,153,535,114,12,12,0,0,2,2,0,8,69,11,1,0,56,0,1,4,0,86,67,345,10,1,220,67,103,2,1,6,40,1,1027,4,1,408,28,2,232,68,284,89,32,12,12,539,506,33,0,0,0,0,0,16,0,0,0,0,104
2022,South Carolina,Aiken,31985,3474,838,1815,821,763,157,461,145,4,2,2,0,5,1,4,2,64,17,2,0,45,0,0,2,1,82,57,341,12,3,238,77,109,3,0,10,39,0,977,2,6,434,32,4,231,36,232,65,13,24,9,662,628,34,0,0,0,0,0,9,0,0,0,0,141
2021,Washington,Airway Heights,10030,1170,191,964,15,171,33,102,36,0,0,0,0,0,0,0,4,16,8,2,0,3,0,3,0,0,68,15,182,0,6,137,43,70,8,0,0,11,5,470,1,0,75,69,0,196,34,95,52,8,26,1,8,8,0,0,0,0,0,0,2,0,0,0,0,4
2022,Washington,Airway Heights,10803,983,166,807,10,155,23,108,24,1,1,0,0,0,0,0,2,8,2,1,0,5,0,0,3,0,44,16,172,0,2,132,42,67,4,1,0,14,4,318,1,0,42,53,0,106,38,78,86,8,26,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7
2020,Minnesota,Aitkin,1969,155,23,89,43,21,2,15,4,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,11,4,28,1,0,4,3,1,0,0,0,0,0,33,0,0,2,3,0,6,2,20,6,1,1,0,38,32,6,0,0,0,0,0,0,0,0,0,0,5
2021,Minnesota,Aitkin,1954,245,15,104,126,13,1,9,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,10,2,32,0,0,14,3,3,1,0,0,7,0,39,0,0,2,1,0,1,1,34,6,0,1,0,116,89,27,0,0,0,0,0,0,0,0,0,0,10
2022,Minnesota,Aitkin,2092,164,26,74,64,24,2,18,4,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,4,1,24,1,0,8,1,1,0,0,0,6,0,34,0,0,9,1,0,9,3,12,2,0,0,0,55,43,12,0,0,0,0,0,0,0,0,0,0,9
2021,Minnesota,Akeley,450,20,4,13,3,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,6,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2022,Minnesota,Akeley,426,19,2,16,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,1,1,0,0,0,0,0,9,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Michigan,Akron,372,27,6,19,2,4,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,2,0,11,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,Ohio,Akron,197433,22525,7561,12675,2289,7141,1291,2818,3032,48,47,1,0,4,4,0,70,298,203,12,0,75,1,7,94,0,1306,75,3637,0,8,669,45,320,3,1,0,298,2,5541,15,19,526,1143,7,1236,342,2253,873,272,200,11,1642,956,686,0,0,0,0,0,41,3,0,3,0,592
2021,Michigan,Akron,370,18,3,15,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,7,0,0,3,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Ohio,Akron,195701,20731,6438,11695,2598,6095,1249,2478,2368,36,36,0,0,1,0,1,44,262,165,13,0,80,0,4,69,0,1166,86,3208,0,13,1175,33,276,5,3,1,857,0,4627,13,20,481,601,6,905,566,2035,1016,176,159,0,1685,1079,606,2,0,2,0,0,39,0,0,0,0,872
2022,Ohio,Akron,188534,20307,6993,11153,2161,6559,1162,2814,2583,38,38,0,0,1,0,1,50,345,185,21,0,127,0,12,89,0,1047,151,3269,0,14,623,24,232,2,1,0,364,0,4733,13,29,472,319,9,839,444,2608,889,159,179,5,1287,834,453,1,0,1,0,0,55,2,0,2,0,811
2021,Alabama,Alabaster,33963,706,142,442,122,136,20,102,14,1,1,0,0,0,0,0,0,5,2,2,0,1,0,0,1,0,13,14,46,0,0,81,15,10,5,0,1,50,0,260,15,0,142,10,0,10,16,67,17,0,10,1,110,64,46,0,0,0,0,0,1,0,0,0,0,10
2022,Alabama,Alabaster,33974,1524,293,979,252,287,22,240,25,0,0,0,0,0,0,0,2,4,3,0,0,0,0,1,0,0,14,18,109,1,0,107,24,12,10,0,2,59,0,682,21,0,489,16,0,47,19,90,21,8,19,0,222,151,71,0,0,0,0,0,4,0,0,0,0,26
2022,California,Alameda,74441,5335,704,4256,375,638,117,485,36,1,1,0,0,0,0,0,25,40,13,4,2,17,0,4,20,1,266,22,463,7,5,347,136,33,44,0,0,132,2,2332,6,8,510,55,1,508,741,503,606,100,87,6,286,137,149,0,0,0,0,0,2,0,0,0,0,81
2020,Tennessee,Alamo,2268,229,99,115,15,96,20,38,38,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,15,6,30,0,0,8,3,3,2,0,0,0,0,51,1,0,7,6,0,20,1,16,5,0,0,0,12,6,6,0,0,0,0,0,1,0,0,0,0,2
2020,Texas,Alamo,20078,1439,342,910,187,312,87,201,24,2,2,0,0,0,0,0,8,20,16,1,1,2,0,0,0,0,100,12,144,0,0,2,2,0,0,0,0,0,0,600,0,0,0,0,4,122,2,472,46,6,0,0,178,116,62,0,0,0,0,0,1,0,0,0,0,8
2021,Tennessee,Alamo,2251,229,97,93,39,93,11,18,64,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,19,6,25,0,0,6,3,1,2,0,0,0,0,31,0,0,0,3,0,0,0,28,5,0,1,1,33,19,14,0,0,0,0,0,2,0,0,0,0,3
2021,Texas,Alamo,20779,1463,400,825,238,353,113,197,43,3,3,0,0,0,0,0,10,34,18,1,0,15,0,0,1,0,64,13,156,0,0,6,0,3,2,1,0,0,0,540,0,0,0,0,0,120,1,419,35,7,3,0,225,142,83,0,0,0,0,0,1,1,1,0,0,11
2022,Tennessee,Alamo,2335,97,46,48,3,42,6,13,23,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,0,5,2,11,0,0,5,3,2,0,0,0,0,0,18,1,0,1,3,0,1,0,12,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2022,Texas,Alamo,20383,1545,214,1054,277,174,81,46,47,1,1,0,0,0,0,0,10,29,18,2,0,9,0,0,1,0,116,26,196,0,0,5,0,4,0,1,0,0,0,646,0,0,0,0,1,141,0,504,50,14,0,0,262,161,101,1,0,1,0,0,1,0,0,0,0,13
2020,Texas,Alamo Heights,8807,384,30,258,96,30,5,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,14,37,0,2,0,0,0,0,0,0,0,0,168,0,0,47,0,0,52,2,67,14,1,0,0,90,26,64,0,0,0,0,0,2,0,0,0,0,4
2021,Texas,Alamo Heights,8848,552,63,281,208,57,13,30,14,1,1,0,0,0,0,0,0,5,2,2,0,1,0,0,0,1,14,17,51,0,0,13,2,4,1,0,0,6,0,169,0,0,44,0,0,60,0,65,14,2,0,0,194,54,140,0,0,0,0,0,0,0,0,0,0,14
2022,Texas,Alamo Heights,7412,568,41,310,217,38,5,23,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,25,10,33,0,0,16,4,0,1,0,0,11,0,210,0,0,28,0,0,78,0,104,13,3,0,0,203,47,156,0,0,0,0,0,2,0,0,0,0,12
2020,Colorado,Alamosa,9669,1164,265,786,113,213,52,66,95,4,3,1,0,0,0,0,26,22,8,0,4,7,3,0,6,0,73,30,201,0,1,50,4,16,15,0,0,15,0,372,1,0,153,93,1,49,16,59,45,8,0,4,87,68,19,0,0,0,0,0,1,0,0,0,0,21
2021,Colorado,Alamosa,9414,1431,276,950,205,241,54,91,96,2,2,0,0,0,0,0,13,20,4,0,9,7,0,0,17,0,84,35,231,0,0,159,30,15,46,0,0,67,1,383,1,1,133,110,2,64,17,55,31,10,0,2,170,140,30,0,0,0,0,0,0,0,0,0,0,33
2022,Colorado,Alamosa,9874,1346,259,958,129,227,56,65,106,4,4,0,0,0,0,0,9,19,6,0,7,5,1,0,11,0,68,32,235,0,0,57,5,19,8,0,0,25,0,511,0,3,133,142,3,160,4,66,37,6,1,3,99,92,7,0,0,0,0,0,0,0,0,0,0,27
2021,Georgia,Alapaha,673,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Georgia,Alapaha,479,8,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Texas,Alba,550,12,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,Alba,555,19,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,2
2022,Texas,Alba,493,17,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
2020,Georgia,Albany,71567,6674,2572,3827,275,2435,1060,1175,200,19,19,0,0,1,0,1,53,64,26,11,3,21,0,3,13,0,552,191,11,0,0,282,137,67,77,0,0,1,0,2260,0,0,529,73,0,545,189,924,346,135,37,13,179,135,44,0,0,0,0,0,11,0,0,0,0,72
2020,Oregon,Albany,55926,3732,385,2586,761,341,39,248,54,2,2,0,0,0,0,0,2,40,8,2,4,23,2,1,22,0,108,56,733,0,0,183,71,22,4,1,17,68,0,1325,5,7,466,21,4,400,17,405,121,28,10,11,545,532,13,0,0,0,0,0,5,0,0,0,0,200
2021,Georgia,Albany,70214,6189,2469,3583,137,2320,950,1141,229,16,15,1,0,0,0,0,34,99,36,16,5,38,0,4,18,0,440,181,17,3,0,241,136,33,69,0,1,0,2,2210,0,0,442,47,0,529,226,966,349,98,26,13,31,19,12,0,0,0,0,0,6,0,0,0,0,87
2021,Kentucky,Albany,1974,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,Oregon,Albany,56746,3090,434,2295,361,380,59,238,83,2,2,0,0,0,0,0,6,46,8,3,0,29,0,6,31,0,119,67,620,3,4,225,88,29,3,0,18,87,0,1057,3,15,363,34,1,332,23,286,129,28,12,13,225,224,1,0,0,0,0,0,6,0,0,0,0,117
2021,Wisconsin,Albany,973,29,9,15,5,6,0,6,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2022,California,Albany,19011,907,88,771,48,73,20,46,7,0,0,0,0,0,0,0,5,10,1,2,2,5,0,0,12,0,71,8,71,0,1,68,31,16,6,0,0,14,1,442,5,2,77,15,5,101,183,54,64,16,18,0,34,13,21,0,0,0,0,0,0,0,0,0,0,14
2022,Georgia,Albany,68613,1322,728,591,3,680,198,394,88,16,16,0,0,0,0,0,0,32,12,3,0,15,0,2,4,0,47,6,29,0,0,25,23,2,0,0,0,0,0,400,0,0,100,0,0,55,34,211,69,10,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
2022,Kentucky,Albany,1749,13,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
2022,Minnesota,Albany,2820,26,11,11,4,9,2,5,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,7,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1
2022,New York,Albany,98104,10850,3300,6884,666,3133,611,1953,569,11,11,0,0,0,0,0,49,107,43,21,0,39,0,4,24,0,560,59,2065,0,10,222,5,0,24,1,0,190,2,3117,12,0,0,1139,0,506,78,1382,559,230,38,0,29,27,2,0,0,0,0,0,16,1,0,1,0,620
2022,Oregon,Albany,57058,3078,440,2352,286,384,60,228,96,2,2,0,0,0,0,0,7,47,5,5,3,27,3,4,23,0,149,67,308,2,1,280,117,51,0,0,25,87,0,1283,6,8,403,40,2,356,20,448,182,33,24,7,152,152,0,0,0,0,0,0,7,0,0,0,0,120
2020,North Carolina,Albemarle,16287,2197,451,1333,413,423,121,255,47,6,6,0,0,0,0,0,3,19,8,0,0,11,0,0,14,0,157,34,189,8,2,109,98,0,10,0,0,1,0,720,0,2,354,11,0,73,58,222,55,17,28,1,367,287,80,0,0,0,0,0,0,0,0,0,0,45
2021,North Carolina,Albemarle,16391,1744,280,1120,344,261,56,170,35,3,3,0,0,0,0,0,1,15,9,1,0,4,0,1,12,0,103,13,132,11,1,113,100,0,3,0,0,10,0,654,0,3,263,12,1,114,62,199,43,19,19,1,296,235,61,0,0,0,0,0,0,0,0,0,0,47
2022,North Carolina,Albemarle,16819,1583,304,943,336,285,80,177,28,2,1,0,1,0,0,0,0,17,10,0,0,6,0,1,9,0,86,11,147,9,0,127,98,18,0,0,0,11,0,483,0,2,201,6,0,56,40,178,36,7,28,0,285,220,65,0,0,0,0,0,0,0,0,0,0,51
2020,Minnesota,Albert Lea,17599,1205,203,857,145,192,27,133,32,4,4,0,0,0,0,0,3,4,0,2,0,2,0,0,3,0,81,57,210,0,0,78,30,7,15,0,19,7,0,377,0,0,87,33,0,97,28,132,35,2,14,0,131,89,42,0,0,0,0,0,0,0,0,0,0,14
2021,Minnesota,Albert Lea,17686,1178,194,799,185,187,22,124,41,0,0,0,0,0,0,0,2,5,3,0,0,2,0,0,0,0,87,34,207,0,0,83,23,15,11,0,15,19,0,339,0,0,75,30,0,84,52,98,34,3,12,0,169,108,61,0,0,0,0,0,1,0,0,0,0,15
2022,Minnesota,Albert Lea,18338,1046,220,594,232,203,20,154,29,0,0,0,0,0,0,0,4,13,3,0,0,10,0,0,4,0,58,19,145,0,2,73,25,12,13,0,17,6,0,230,1,0,63,27,0,46,15,78,43,4,16,1,204,132,72,0,0,0,0,0,1,0,0,0,0,26
2020,Iowa,Albia,3670,186,37,103,46,34,15,18,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,20,6,27,0,0,1,0,0,1,0,0,0,0,43,0,0,6,12,3,5,0,17,5,1,0,0,44,19,25,0,0,0,0,0,1,0,0,0,0,1
2021,Iowa,Albia,3706,171,35,74,62,31,5,24,2,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,5,3,17,0,0,7,1,4,1,0,1,0,0,36,0,0,6,13,1,8,1,7,5,1,0,2,52,30,22,0,0,0,0,0,2,1,1,0,0,5
2022,Iowa,Albia,3717,151,38,56,57,35,12,21,2,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,9,0,16,0,0,3,0,0,1,0,0,2,0,24,0,0,6,8,0,5,0,5,4,0,0,2,53,29,24,0,0,0,0,0,1,0,0,0,0,1
2020,Michigan,Albion,8381,921,415,430,76,396,83,286,27,2,2,0,0,0,0,0,1,16,5,1,0,8,1,1,8,0,55,7,102,1,0,35,16,15,4,0,0,0,0,196,1,0,37,19,0,53,8,78,12,8,6,0,54,29,25,0,0,0,0,0,0,0,0,0,0,22
2021,Indiana,Albion,2372,62,31,19,12,26,2,21,3,0,0,0,0,0,0,0,1,4,1,0,0,3,0,0,0,0,2,0,2,0,0,4,3,0,1,0,0,0,0,8,0,0,1,1,0,0,0,6,3,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,1
2021,Michigan,Albion,8336,827,364,410,53,333,51,248,34,1,1,0,0,0,0,0,5,25,5,3,2,13,2,0,1,2,58,11,91,4,0,35,11,17,4,0,3,0,0,175,2,2,36,20,0,25,10,80,19,5,9,2,32,24,8,0,0,0,0,0,1,0,0,0,0,18
2022,Indiana,Albion,2232,65,17,36,12,16,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,1,0,4,1,1,2,0,0,0,0,23,0,0,0,6,0,1,0,16,5,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0
2022,Michigan,Albion,7940,812,320,436,56,298,77,208,13,0,0,0,0,0,0,0,0,22,4,4,0,14,0,0,2,0,57,5,72,3,1,45,12,24,4,0,3,1,1,220,2,0,46,23,0,34,35,80,16,2,13,3,29,21,8,0,0,0,0,0,0,0,0,0,0,24
2020,New Mexico,Albuquerque,562065,64655,15212,45581,3862,13847,5640,7814,393,92,80,7,5,4,2,2,538,731,291,108,65,264,0,3,166,31,4847,409,9751,163,70,3779,1877,1020,19,0,56,799,8,19200,10,11,5636,1332,69,7340,2018,2784,5132,1445,588,31,2525,1528,997,1,1,0,0,0,98,57,18,27,12,1150
2021,New Mexico,Albuquerque,564147,59438,13985,41745,3708,12534,5581,6533,420,135,120,12,3,2,2,0,489,825,338,115,69,301,0,2,126,18,4199,302,7972,111,39,5593,1672,1016,12,3,92,2778,20,16249,14,13,4755,1226,34,5687,2116,2404,4987,1695,454,34,1830,1202,628,0,0,0,0,0,75,20,9,8,3,1749
2022,New Mexico,Albuquerque,560557,63396,14134,44256,5006,13051,5659,7060,332,132,125,3,4,0,0,0,419,532,242,51,51,186,0,2,74,11,4504,373,9551,207,67,3959,1886,1005,8,8,91,948,13,17446,26,16,5066,1403,14,4946,2758,3217,5997,1654,413,28,1973,1437,536,0,0,0,0,0,49,23,9,3,11,2933
2021,South Dakota,Alcester,750,52,9,15,28,7,1,5,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3,1,4,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,27,16,11,0,0,0,0,0,0,0,0,0,0,1
2020,Tennessee,Alcoa,10174,1648,292,632,724,269,47,206,16,0,0,0,0,0,0,0,3,20,10,0,0,6,0,4,2,0,28,16,66,5,1,86,53,20,13,0,0,0,0,378,0,0,212,19,0,50,12,85,40,4,6,1,689,359,330,0,0,0,0,0,3,6,6,0,0,25
2021,Tennessee,Alcoa,10605,1545,281,566,698,260,58,185,17,1,1,0,0,0,0,0,4,16,6,0,0,8,0,2,0,0,25,14,67,5,1,120,59,38,20,0,3,0,0,284,0,1,105,15,0,53,14,96,35,2,13,2,668,334,334,0,0,0,0,0,0,0,0,0,0,28
2022,Tennessee,Alcoa,11689,1231,260,502,469,238,35,175,28,1,1,0,0,0,0,0,6,15,5,3,0,7,0,0,0,0,23,9,56,5,0,172,99,46,12,0,15,0,0,195,1,0,49,11,1,47,17,69,32,3,7,0,448,255,193,0,0,0,0,0,2,0,0,0,0,19
2020,West Virginia,Alderson,1119,121,32,43,46,30,11,12,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,17,0,1,1,0,1,0,0,0,0,0,17,0,1,1,6,0,2,0,7,4,0,0,0,44,25,19,0,0,0,0,0,1,0,0,0,0,1
2021,West Virginia,Alderson,1104,133,30,48,55,29,6,11,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,9,0,12,0,0,3,2,0,0,0,0,1,0,22,0,1,10,3,0,1,1,6,1,0,0,0,55,33,22,0,0,0,0,0,0,0,0,0,0,0
2022,Oklahoma,Alex,494,6,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,Arkansas,Alexander,3524,393,103,193,97,94,33,28,33,1,1,0,0,0,0,0,1,7,2,5,0,0,0,0,3,0,39,3,46,0,1,37,33,4,0,0,0,0,0,54,0,0,0,0,0,0,0,54,6,0,4,0,87,49,38,0,0,0,0,0,2,1,1,0,0,7
2021,Arkansas,Alexander,3701,401,111,157,133,106,25,29,52,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,3,0,30,1,45,0,0,19,13,4,2,0,0,0,0,48,0,0,0,0,0,0,0,48,7,1,3,0,120,74,46,0,0,0,0,0,0,1,1,0,0,12
2022,Arkansas,Alexander,3798,386,121,139,126,113,25,45,43,0,0,0,0,0,0,0,1,7,2,5,0,0,0,0,1,0,38,4,37,0,0,8,6,2,0,0,0,0,0,38,0,0,0,0,0,0,0,38,7,0,6,0,112,66,46,0,0,0,0,0,0,0,0,0,0,14
2021,Alabama,Alexander City,14066,506,179,239,88,175,33,124,18,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,22,12,47,0,0,27,3,17,2,0,2,3,0,102,2,0,14,28,0,0,6,52,20,7,1,2,69,44,25,0,0,0,0,0,0,0,0,0,0,17
2022,Alabama,Alexander City,14476,1834,696,816,322,680,101,522,57,2,2,0,0,1,1,0,4,9,5,0,0,3,0,1,2,0,105,18,159,0,1,77,17,29,6,0,4,18,3,385,22,0,96,65,0,16,14,172,51,7,11,5,276,186,90,0,0,0,0,0,7,0,0,0,0,34
2020,Kentucky,Alexandria,9861,345,103,177,65,94,2,66,26,0,0,0,0,0,0,0,3,6,1,0,0,5,0,0,0,0,7,4,28,4,0,13,1,4,0,0,0,8,0,107,0,0,53,6,0,6,1,41,9,1,4,2,59,37,22,0,0,0,0,0,2,0,0,0,0,2
2020,Minnesota,Alexandria,13978,992,205,572,215,186,44,100,42,0,0,0,0,0,0,0,0,19,7,1,0,11,0,0,1,0,23,16,91,0,0,34,14,13,5,0,0,2,0,375,1,1,156,45,0,57,10,105,17,1,14,0,204,118,86,0,0,0,0,0,3,0,0,0,0,8
2020,New Hampshire,Alexandria,1618,44,6,26,12,5,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,8,0,0,5,3,1,1,0,0,0,0,9,0,0,0,6,0,0,0,3,1,0,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2
2020,Tennessee,Alexandria,1017,31,8,19,4,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,3,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0
2020,Virginia,Alexandria,161525,7032,1854,4775,403,1795,199,1363,233,3,3,0,0,0,0,0,37,19,9,1,2,7,0,0,3,0,124,95,1004,26,7,603,306,111,7,0,8,165,6,2424,16,5,585,341,4,715,208,550,344,83,62,2,330,298,32,0,0,0,0,0,2,4,1,2,1,65
